# id	type	subtype	attack	magic_attack	defense	magic_defense	slots	weapon_level	equip_level	jobs	locations	name	scripted
1571	Weapon	Book	90	0	0	0	3	3	27	Priest,Sage,StarGladiator	Right_Hand	Book of Gust of Wind	1
1572	Weapon	Book	60	0	0	0	2	3	60	Priest,Sage,StarGladiator	Right_Hand	Principles of Magic	1
1573	Weapon	Book	30	0	0	0	2	3	70	Priest,Sage,StarGladiator	Right_Hand	Ancient Magic	1
1574	Weapon	Book	90	0	0	0	0	3	80	Priest,Sage,StarGladiator	Right_Hand	Brave Battle Strategy Book	1
1575	Weapon	Book	90	0	0	0	0	3	80	Priest,Sage,StarGladiator	Right_Hand	Valorous Battle Strategy Book	1
1576	Weapon	Book	90	0	0	0	0	4	80	Priest,Sage,StarGladiator	Right_Hand	Glorious Tablet	1
1577	Weapon	Book	90	0	0	0	0	4	80	Priest,Sage,StarGladiator	Right_Hand	Glorious Apocalypse	1
1578	Weapon	Book	140	0	0	0	0	3	0	Priest,Sage,StarGladiator	Right_Hand	Book Of Prayer	1
1579	Weapon	Book	137	0	0	0	2	4	85	Priest,Sage,StarGladiator	Right_Hand	Book of the Dead	1
1580	Weapon	Book	145	0	0	0	0	3	0	Priest,Sage,StarGladiator	Right_Hand	Giant Encyclopedia	1
1581	Weapon	Book	135	0	0	0	2	3	1	Priest,Sage,StarGladiator	Right_Hand	Diary Of Great Sage	0
1582	Weapon	Book	135	0	0	0	2	3	1	Priest,Sage,StarGladiator	Right_Hand	Diary Of Great Sage	0
1599	Weapon	Mace	200	0	0	0	0	1	1		Right_Hand	Angra Manyu	1
1601	Weapon	Staff	15	0	0	0	3	1	1	Acolyte,Mage,Monk,Novice,Priest,Sage,SoulLinker,SuperNovice,Wizard	Right_Hand	Rod	1
1602	Weapon	Staff	15	0	0	0	4	1	1	Acolyte,Mage,Monk,Novice,Priest,Sage,SoulLinker,SuperNovice,Wizard	Right_Hand	Rod	1
1603	Weapon	Staff	15	0	0	0	0	1	1	Acolyte,Mage,Monk,Novice,Priest,Sage,SoulLinker,SuperNovice,Wizard	Right_Hand	Rod	1
1604	Weapon	Staff	25	0	0	0	2	2	12	Acolyte,Mage,Monk,Novice,Priest,Sage,SoulLinker,SuperNovice,Wizard	Right_Hand	Wand	1
1605	Weapon	Staff	25	0	0	0	3	2	12	Acolyte,Mage,Monk,Novice,Priest,Sage,SoulLinker,SuperNovice,Wizard	Right_Hand	Wand	1
1606	Weapon	Staff	25	0	0	0	0	2	12	Acolyte,Mage,Monk,Novice,Priest,Sage,SoulLinker,SuperNovice,Wizard	Right_Hand	Wand	1
1607	Weapon	Staff	40	0	0	0	2	2	12	Acolyte,Mage,Monk,Priest,Sage,SoulLinker,Wizard	Right_Hand	Staff	1
1608	Weapon	Staff	40	0	0	0	3	2	12	Acolyte,Mage,Monk,Priest,Sage,SoulLinker,Wizard	Right_Hand	Staff	1
1609	Weapon	Staff	40	0	0	0	0	2	12	Acolyte,Mage,Monk,Priest,Sage,SoulLinker,Wizard	Right_Hand	Staff	1
1610	Weapon	Staff	60	0	0	0	1	3	24	Acolyte,Mage,Monk,Priest,Sage,SoulLinker,Wizard	Right_Hand	Arc Wand	1
1611	Weapon	Staff	60	0	0	0	2	3	24	Acolyte,Mage,Monk,Priest,Sage,SoulLinker,Wizard	Right_Hand	Arc Wand	1
1612	Weapon	Staff	60	0	0	0	0	3	24	Acolyte,Mage,Monk,Priest,Sage,SoulLinker,Wizard	Right_Hand	Arc Wand	1
1613	Weapon	Staff	130	0	0	0	0	3	24	Acolyte,Mage,Monk,Priest,Sage,SoulLinker,Wizard	Right_Hand	Mighty Staff	1
1614	Weapon	Staff	75	0	0	0	0	3	24	Acolyte,Mage,Monk,Priest,Sage,SoulLinker,Wizard	Right_Hand	Wand of Occult	1
1615	Weapon	Staff	40	0	0	0	0	3	24	Acolyte,Mage,Monk,Priest,Sage,SoulLinker,Wizard	Right_Hand	Evil Bone Wand	1
1616	Weapon	Staff	60	0	0	0	0	4	40	Mage,Sage,SoulLinker,Wizard	Right_Hand	Wing Staff	1
1617	Weapon	Staff	50	0	0	0	0	3	24	Acolyte,Mage,Monk,Priest,Sage,SoulLinker,Wizard	Right_Hand	Survivor's Rod	1
1618	Weapon	Staff	50	0	0	0	1	3	24	Acolyte,Mage,Monk,Priest,Sage,SoulLinker,Wizard	Right_Hand	Survivor's Rod	1
1619	Weapon	Staff	50	0	0	0	0	3	24	Acolyte,Mage,Monk,Priest,Sage,SoulLinker,Wizard	Right_Hand	Survivor's Rod	1
1620	Weapon	Staff	50	0	0	0	1	3	24	Acolyte,Mage,Monk,Priest,Sage,SoulLinker,Wizard	Right_Hand	Survivor's Rod	1
1621	Weapon	Staff	70	0	0	0	1	3	30	Novice,SuperNovice	Right_Hand	Hypnotist's Staff	1
1622	Weapon	Staff	70	0	0	0	2	3	30	Novice,SuperNovice	Right_Hand	Hypnotist's Staff	1
1623	Weapon	Staff	165	0	0	0	0	3	1	Acolyte,Mage,Monk,Priest,Sage,SoulLinker,Wizard	Right_Hand	Mighty Staff	1
1624	Weapon	Staff	60	0	0	0	2	3	70	Acolyte,Mage,Monk,Priest,Sage,Wizard	Right_Hand	Lich's Bone Wand	1
1625	Weapon	Staff	10	0	0	0	0	3	55	Acolyte,Monk,Priest	Right_Hand	Healing Staff	1
1626	Weapon	Staff	80	0	0	0	0	3	70	Acolyte,Mage,Monk,Priest,Sage,Wizard	Right_Hand	Piercing Staff	1
1627	Weapon	Staff	40	0	0	0	0	1	0	Acolyte,Mage,Monk,Priest,Sage,SoulLinker,Wizard	Right_Hand	Staffy	1
1628	Weapon	Staff	71	0	0	0	0	3	0	Acolyte,Mage,Monk,Priest,Sage,SoulLinker,Wizard	Right_Hand	Refined Survivor's Rod	1
1629	Weapon	Staff	40	0	0	0	1	4	50	Acolyte,Mage,Monk,Priest,Sage,SoulLinker,Wizard	Right_Hand	Gentleman's Staff	1
1630	Weapon	Staff	30	0	0	0	0	3	50	Mage,Sage,SoulLinker,Wizard	Right_Hand	Release of Wish	1
1631	Weapon	Staff	50	0	0	0	1	4	70	Monk,Priest	Right_Hand	Holy Stick	1
1632	Weapon	Staff	70	0	0	0	0	3	80	Acolyte,Mage,Monk,Priest,Sage,SoulLinker,Wizard	Right_Hand	Warlock's Magic Wand	1
1633	Weapon	Staff	70	0	0	0	0	3	80	Acolyte,Mage,Monk,Priest,Sage,SoulLinker,Wizard	Right_Hand	Warlock's Battle Wand	1
1634	Weapon	Staff	70	0	0	0	0	3	80	Acolyte,Mage,Monk,Priest,Sage,SoulLinker,Wizard	Right_Hand	Strong Recovery Wand	1
1635	Weapon	Staff	70	0	0	0	0	3	80	Acolyte,Mage,Monk,Priest,Sage,SoulLinker,Wizard	Right_Hand	Speedy Recovery Wand	1
1636	Weapon	Staff	60	0	0	0	0	4	75	Acolyte,Mage,Monk,Priest,Sage,Wizard	Right_Hand	Thorn Staff of Darkness	1
1637	Weapon	Staff	80	0	0	0	0	4	70	Acolyte,Mage,Monk,Priest,Sage,Wizard	Right_Hand	Eraser	1
1638	Weapon	Staff	10	0	0	0	0	3	1	Acolyte,Monk,Priest	Right_Hand	Staff Of Healing	1
1639	Weapon	Staff	15	0	0	0	3	1	1	Acolyte,Mage,Monk,Novice,Priest,Sage,SoulLinker,SuperNovice,Wizard	Right_Hand	Novice Rod	1
1640	Weapon	Staff	70	0	0	0	0	4	80	Acolyte,Mage,Monk,Priest,Sage,SoulLinker,Wizard	Right_Hand	Glorious Arc Wand	1
1641	Weapon	Staff	70	0	0	0	0	4	80	Acolyte,Mage,Monk,Priest,Sage,SoulLinker,Wizard	Right_Hand	Glorious Cure Wand	1
1642	Weapon	Staff	100	0	0	0	0	2	0	Acolyte,Mage,Monk,Priest,Sage,SoulLinker,Wizard	Right_Hand	Staff Of Darkness	1
1643	Weapon	Staff	100	0	0	0	0	4	70	Acolyte,Mage,Monk,Priest,Sage,SoulLinker,Wizard	Right_Hand	Dead Tree Cane	1
1644	Weapon	Staff	80	0	0	0	0	3	70	Acolyte,Mage,Monk,Priest,Sage,Wizard	Right_Hand	Staff of Piercing	1
1645	Weapon	Staff	60	0	0	0	2	3	70	Acolyte,Mage,Monk,Priest,Sage,Wizard	Right_Hand	Lich's Bone Wand	1
1646	Weapon	Staff	30	0	0	0	2	3	50	Mage,Sage,Wizard	Right_Hand	La'cryma Stick	1
1647	Weapon	Staff	30	0	0	0	1	3	50	Acolyte,Monk,Priest	Right_Hand	Croce Staff	1
1648	Weapon	Staff	30	0	0	0	0	4	50	Mage,Sage,Wizard	Right_Hand	Staff Of Bordeaux	1
1701	Weapon	Bow	15	0	0	0	3	1	4	Archer,BardDancer,Hunter,Rogue,Thief	Both_Hand	Bow	0
1702	Weapon	Bow	15	0	0	0	4	1	4	Archer,BardDancer,Hunter,Rogue,Thief	Both_Hand	Bow	0
1703	Weapon	Bow	15	0	0	0	0	1	4	Archer,BardDancer,Hunter,Rogue,Thief	Both_Hand	Bow	1
1704	Weapon	Bow	29	0	0	0	3	1	4	Archer,BardDancer,Hunter,Rogue,Thief	Both_Hand	Composite Bow	0
1705	Weapon	Bow	29	0	0	0	4	1	4	Archer,BardDancer,Hunter,Rogue,Thief	Both_Hand	Composite Bow	0
1706	Weapon	Bow	29	0	0	0	0	1	4	Archer,BardDancer,Hunter,Rogue,Thief	Both_Hand	Composite Bow	0
1707	Weapon	Bow	50	0	0	0	2	2	18	Archer,BardDancer,Hunter,Rogue,Thief	Both_Hand	Great Bow	0
1708	Weapon	Bow	50	0	0	0	3	2	18	Archer,BardDancer,Hunter,Rogue,Thief	Both_Hand	Great Bow	0
1709	Weapon	Bow	50	0	0	0	0	2	18	Archer,BardDancer,Hunter,Rogue,Thief	Both_Hand	Great Bow	0
1710	Weapon	Bow	65	0	0	0	2	2	18	Archer,BardDancer,Hunter,Rogue,Thief	Both_Hand	Crossbow	0
1711	Weapon	Bow	65	0	0	0	3	2	18	Archer,BardDancer,Hunter,Rogue,Thief	Both_Hand	Crossbow	0
1712	Weapon	Bow	65	0	0	0	0	2	18	Archer,BardDancer,Hunter,Rogue,Thief	Both_Hand	Crossbow	0
1713	Weapon	Bow	90	0	0	0	1	3	33	Archer,BardDancer,Hunter,Rogue,Thief	Both_Hand	Arbalest	1
1714	Weapon	Bow	100	0	0	0	1	3	33	Archer,BardDancer,Hunter,Rogue,Thief	Both_Hand	Gakkung Bow	0
1715	Weapon	Bow	90	0	0	0	2	3	33	Archer,BardDancer,Hunter,Rogue,Thief	Both_Hand	Arbalest	1
1716	Weapon	Bow	100	0	0	0	2	3	33	Archer,BardDancer,Hunter,Rogue,Thief	Both_Hand	Gakkung Bow	0
1718	Weapon	Bow	125	0	0	0	0	3	33	Hunter	Both_Hand	Hunter Bow	0
1719	Weapon	Bow	75	0	0	0	0	4	48	Thief	Both_Hand	Roguemaster's Bow	0
1720	Weapon	Bow	150	0	0	0	0	4	48	Archer,BardDancer,Hunter,Rogue	Both_Hand	Rudra Bow	1
1721	Weapon	Bow	95	0	0	0	1	3	65	Hunter,Rogue,Thief	Both_Hand	Repeating Crossbow	0
1722	Weapon	Bow	145	0	0	0	0	4	77	BardDancer,Hunter	Both_Hand	Ballista	0
1723	Weapon	Bow	100	0	0	0	2	3	30	Hunter	Both_Hand	Luna Bow	1
1724	Weapon	Bow	100	0	0	0	0	4	60	Archer,BardDancer,Hunter,Rogue,Thief	Both_Hand	Dragon Wing	1
1725	Weapon	Bow	120	0	0	0	1	4	70	BardDancer,Hunter	Both_Hand	Minstrel Bow	1
1726	Weapon	Bow	125	0	0	0	1	3	33	Hunter	Both_Hand	Hunter Bow	0
1727	Weapon	Bow	145	0	0	0	1	4	77	BardDancer,Hunter	Both_Hand	Ballista	0
1728	Weapon	Bow	194	0	0	0	0	4	1	BardDancer,Hunter	Both_Hand	Ballista	1
1729	Weapon	Bow	185	0	0	0	0	4	1	Archer,BardDancer,Hunter,Rogue	Both_Hand	Rudra Bow	1
1730	Weapon	Bow	95	0	0	0	1	3	55	Archer,BardDancer,Hunter,Rogue	Both_Hand	Burning Bow	1
1731	Weapon	Bow	100	0	0	0	1	3	55	Archer,BardDancer,Hunter,Rogue	Both_Hand	Frozen Bow	1
1732	Weapon	Bow	105	0	0	0	1	3	55	Archer,BardDancer,Hunter,Rogue	Both_Hand	Earth Bow	0
1733	Weapon	Bow	95	0	0	0	1	3	55	Archer,BardDancer,Hunter,Rogue	Both_Hand	Gust Bow	0
1734	Weapon	Bow	120	0	0	0	0	3	65	Archer,BardDancer,Hunter,Rogue	Both_Hand	Orc Archer Bow	1
1735	Weapon	Bow	120	0	0	0	0	1	1	Archer,BardDancer,Hunter,Rogue,Thief	Both_Hand	Kkakkung	1
1736	Weapon	Bow	70	0	0	0	3	3	70	Hunter	Both_Hand	Double Bound	1
1737	Weapon	Bow	135	0	0	0	1	4	70	Hunter	Both_Hand	Ixion Wings	1
1738	Weapon	Bow	100	0	0	0	0	3	80	Archer,BardDancer,Hunter,Rogue,Thief	Both_Hand	Valorous Battle CrossBow	1
1739	Weapon	Bow	100	0	0	0	0	3	80	Archer,BardDancer,Hunter,Rogue,Thief	Both_Hand	Brave Battle CrossBow	1
1740	Weapon	Bow	105	0	0	0	2	4	60	Hunter	Both_Hand	Nepenthes Bow	1
1741	Weapon	Bow	125	0	0	0	1	4	80	Archer,BardDancer,Hunter	Both_Hand	Cursed Lyre	1
1742	Weapon	Bow	49	0	0	0	3	1	4	Archer,BardDancer,Hunter,Rogue,Thief	Both_Hand	Novice Composite Bow	0
1743	Weapon	Bow	100	0	0	0	0	4	80	Archer,BardDancer,Hunter,Rogue,Thief	Both_Hand	Glorious Hunter Bow	1
1744	Weapon	Bow	170	0	0	0	0	4	1	Archer,BardDancer,Hunter,Rogue,Thief	Both_Hand	Bow Of Evil	1
1745	Weapon	Bow	100	0	0	0	2	3	50	Archer,BardDancer,Hunter	Both_Hand	Falken Blitz	1
1801	Weapon	Knuckle	30	0	0	0	3	1	1	Monk,Priest	Right_Hand	Waghnak	0
1802	Weapon	Knuckle	30	0	0	0	4	1	1	Monk,Priest	Right_Hand	Waghnak	0
1803	Weapon	Knuckle	50	0	0	0	2	2	12	Monk,Priest	Right_Hand	Knuckle Dusters	0
1804	Weapon	Knuckle	50	0	0	0	3	2	12	Monk,Priest	Right_Hand	Knuckle Dusters	0
1805	Weapon	Knuckle	65	0	0	0	2	2	12	Monk,Priest	Right_Hand	Studded Knuckles	0
1806	Weapon	Knuckle	65	0	0	0	3	2	12	Monk,Priest	Right_Hand	Studded Knuckles	0
1807	Weapon	Knuckle	115	0	0	0	0	3	24	Monk,Priest	Right_Hand	Fist	0
1808	Weapon	Knuckle	115	0	0	0	1	3	24	Monk,Priest	Right_Hand	Fist	0
1809	Weapon	Knuckle	86	0	0	0	1	3	24	Monk,Priest	Right_Hand	Claw	1
1810	Weapon	Knuckle	86	0	0	0	2	3	24	Monk,Priest	Right_Hand	Claw	1
1811	Weapon	Knuckle	97	0	0	0	1	3	24	Monk,Priest	Right_Hand	Finger	0
1812	Weapon	Knuckle	97	0	0	0	2	3	24	Monk,Priest	Right_Hand	Finger	0
1813	Weapon	Knuckle	110	0	0	0	0	4	36	Monk,Priest	Right_Hand	Kaiser Knuckle	1
1814	Weapon	Knuckle	120	0	0	0	0	4	36	Monk,Priest	Right_Hand	Berserk	1
1815	Weapon	Knuckle	152	0	0	0	1	4	70	Monk,Priest	Right_Hand	Hatii Claw	1
1816	Weapon	Knuckle	120	0	0	0	1	4	36	Monk,Priest	Right_Hand	Berserk	1
1817	Weapon	Knuckle	159	0	0	0	0	4	1	Monk,Priest	Right_Hand	Kaiser Knuckle	1
1818	Weapon	Knuckle	80	0	0	0	3	3	75	Monk,Priest	Right_Hand	Magma Fist	1
1819	Weapon	Knuckle	80	0	0	0	3	3	75	Monk,Priest	Right_Hand	Icicle Fist	1
1820	Weapon	Knuckle	80	0	0	0	3	3	75	Monk,Priest	Right_Hand	Electric Fist	1
1821	Weapon	Knuckle	80	0	0	0	3	3	75	Monk,Priest	Right_Hand	Seismic Fist	1
1822	Weapon	Knuckle	30	0	0	0	4	3	60	Monk,Priest	Right_Hand	Combo Battle Glove	1
1823	Weapon	Knuckle	30	0	0	0	0	3	80	Monk,Priest	Right_Hand	Valorous Battle Fist	1
1824	Weapon	Knuckle	30	0	0	0	0	3	80	Monk,Priest	Right_Hand	Brave Battle Fist	1
1825	Weapon	Knuckle	95	0	0	0	3	3	60	Monk	Right_Hand	Horn of Hillslion	1
1826	Weapon	Knuckle	30	0	0	0	0	4	80	Monk,Priest	Right_Hand	Glorious Claw	1
1827	Weapon	Knuckle	30	0	0	0	0	4	80	Monk,Priest	Right_Hand	Glorious Fist	1
1828	Weapon	Knuckle	150	0	0	0	0	4	0	Monk,Priest	Right_Hand	Monk Knuckle	1
1829	Weapon	Knuckle	150	0	0	0	0	3	1	Monk,Priest	Right_Hand	Fist	1
1901	Weapon	Musical	50	0	0	0	3	1	2	BardDancer	Right_Hand	Violin	0
1902	Weapon	Musical	50	0	0	0	4	1	2	BardDancer	Right_Hand	Violin	0
1903	Weapon	Musical	90	0	0	0	2	2	14	BardDancer	Right_Hand	Mandolin	0
1904	Weapon	Musical	90	0	0	0	3	2	14	BardDancer	Right_Hand	Mandolin	0
1905	Weapon	Musical	105	0	0	0	2	2	14	BardDancer	Right_Hand	Lute	0
1906	Weapon	Musical	105	0	0	0	3	2	14	BardDancer	Right_Hand	Lute	0
1907	Weapon	Musical	142	0	0	0	0	3	27	BardDancer	Right_Hand	Guitar	0
1908	Weapon	Musical	142	0	0	0	1	3	27	BardDancer	Right_Hand	Guitar	0
1909	Weapon	Musical	114	0	0	0	1	3	27	BardDancer	Right_Hand	Harp	1
1910	Weapon	Musical	114	0	0	0	2	3	27	BardDancer	Right_Hand	Harp	1
1911	Weapon	Musical	126	0	0	0	1	3	27	BardDancer	Right_Hand	Gumoongoh	0
1912	Weapon	Musical	126	0	0	0	2	3	27	BardDancer	Right_Hand	Gumoongoh	0
1913	Weapon	Musical	110	0	0	0	0	4	70	BardDancer	Right_Hand	Electric Guitar	1
1914	Weapon	Musical	110	0	0	0	0	3	27	BardDancer	Right_Hand	Burning Passion Guitar	1
1915	Weapon	Musical	110	0	0	0	0	3	27	BardDancer	Right_Hand	Loner's Guitar	1
1916	Weapon	Musical	110	0	0	0	0	3	27	BardDancer	Right_Hand	Green Acre Guitar	1
1917	Weapon	Musical	110	0	0	0	0	3	27	BardDancer	Right_Hand	Gentle Breeze Guitar	1
1918	Weapon	Musical	150	0	0	0	0	4	65	BardDancer	Right_Hand	Oriental Lute	1
1919	Weapon	Musical	130	0	0	0	1	3	70	BardDancer	Right_Hand	Bass Guitar	1
1920	Weapon	Musical	10	0	0	0	0	4	70	BardDancer	Right_Hand	Berserk Guitar	1
1921	Weapon	Musical	120	0	0	0	0	1	0	BardDancer	Right_Hand	Gun Moon Gom	1
1922	Weapon	Musical	150	0	0	0	2	4	65	BardDancer	Right_Hand	Oriental Lute	1
1923	Weapon	Musical	50	0	0	0	0	3	80	BardDancer	Right_Hand	Valorous Battlefield Guitar	1
1924	Weapon	Musical	50	0	0	0	0	3	80	BardDancer	Right_Hand	Brave Battlefield Guitar	1
1925	Weapon	Musical	110	0	0	0	3	3	70	BardDancer	Right_Hand	Cello	1
1926	Weapon	Musical	120	0	0	0	2	4	60	BardDancer	Right_Hand	Harp of Nepenthes	1
1927	Weapon	Musical	50	0	0	0	0	4	80	BardDancer	Right_Hand	Glorious Guitar	1
1928	Weapon	Musical	40	0	0	0	0	4	0	BardDancer	Right_Hand	Spirited Guitar	1
1929	Weapon	Musical	177	0	0	0	0	3	1	BardDancer	Right_Hand	Guitar	1
1950	Weapon	Whip	45	0	0	0	3	1	3	BardDancer	Right_Hand	Rope	0
1951	Weapon	Whip	45	0	0	0	4	1	3	BardDancer	Right_Hand	Rope	0
1952	Weapon	Whip	80	0	0	0	2	2	16	BardDancer	Right_Hand	Whip	0
1953	Weapon	Whip	80	0	0	0	3	2	16	BardDancer	Right_Hand	Whip	0
1954	Weapon	Whip	95	0	0	0	2	2	16	BardDancer	Right_Hand	Wire Whip	0
1955	Weapon	Whip	95	0	0	0	3	2	16	BardDancer	Right_Hand	Wire Whip	0
1956	Weapon	Whip	135	0	0	0	0	3	30	BardDancer	Right_Hand	Rante Whip	0
1957	Weapon	Whip	135	0	0	0	1	3	30	BardDancer	Right_Hand	Rante Whip	0
1958	Weapon	Whip	105	0	0	0	1	3	30	BardDancer	Right_Hand	Tail Whip	1
1959	Weapon	Whip	105	0	0	0	2	3	30	BardDancer	Right_Hand	Tail Whip	1
1960	Weapon	Whip	120	0	0	0	1	3	30	BardDancer	Right_Hand	Whip	0
1961	Weapon	Whip	120	0	0	0	2	3	30	BardDancer	Right_Hand	Whip	0
1962	Weapon	Whip	100	0	0	0	0	4	44	BardDancer	Right_Hand	Lariat Whip	1
1963	Weapon	Whip	115	0	0	0	0	4	44	BardDancer	Right_Hand	Rapture Rose	1
1964	Weapon	Whip	135	0	0	0	0	4	44	BardDancer	Right_Hand	Chemeti Whip	1
1965	Weapon	Whip	110	0	0	0	0	3	30	BardDancer	Right_Hand	Red Flame Whip	1
1966	Weapon	Whip	110	0	0	0	0	3	30	BardDancer	Right_Hand	Icicle Whip	1
1967	Weapon	Whip	110	0	0	0	0	3	30	BardDancer	Right_Hand	Gaia Whip	1
1968	Weapon	Whip	120	0	0	0	0	3	30	BardDancer	Right_Hand	Skipping Rope	1
1969	Weapon	Whip	140	0	0	0	0	4	30	BardDancer	Right_Hand	Blade Whip	1
1970	Weapon	Whip	150	0	0	0	0	4	65	BardDancer	Right_Hand	Queen's Whip	1
1971	Weapon	Whip	110	0	0	0	0	3	30	BardDancer	Right_Hand	Electric Wire	1
1972	Weapon	Whip	100	0	0	0	2	4	70	BardDancer	Right_Hand	Electric Eel	1
1973	Weapon	Whip	110	0	0	0	1	4	70	BardDancer	Right_Hand	Sea Witch's Foot	1
1974	Weapon	Whip	185	0	0	0	0	4	70	BardDancer	Right_Hand	Carrot Whip	1
1975	Weapon	Whip	120	0	0	0	0	1	0	BardDancer	Right_Hand	Queen Is Whip	1
1976	Weapon	Whip	150	0	0	0	2	4	65	BardDancer	Right_Hand	Queen's Whip	1
1977	Weapon	Whip	50	0	0	0	0	3	80	BardDancer	Right_Hand	Valorous Battle Lariat	1
1978	Weapon	Whip	50	0	0	0	0	3	80	BardDancer	Right_Hand	Brave Battle Lariat	1
1979	Weapon	Whip	120	0	0	0	2	4	60	BardDancer	Right_Hand	Stem of Nepenthes	1
1980	Weapon	Whip	110	0	0	0	3	3	70	BardDancer	Right_Hand	Whip of Balance	1
1981	Weapon	Whip	50	0	0	0	0	4	80	BardDancer	Right_Hand	Glorious Lariat	1
1982	Weapon	Whip	160	0	0	0	0	4	0	BardDancer	Right_Hand	Phenomena Whip	1
1983	Weapon	Whip	170	0	0	0	0	3	1	BardDancer	Right_Hand	Rante Whip	1
2000	Weapon	2hStaff	130	0	0	0	1	4	80	Wizard	Both_Hand	Staff of Destruction	1
2001	Weapon	2hStaff	120	0	0	0	0	4	70	Monk,Priest	Both_Hand	Divine Cross	1
2002	Weapon	2hStaff	70	0	0	0	0	4	80	Acolyte,Mage,Monk,Priest,Sage,Wizard	Both_Hand	Glorious Destruction Staff	1
2003	Weapon	2hStaff	130	0	0	0	1	4	80	Wizard	Both_Hand	Staff of Destruction	1
2004	Weapon	2hStaff	30	0	0	0	0	4	50	Mage,Sage,Wizard	Both_Hand	Kronos	1
2005	Weapon	2hStaff	30	0	0	0	1	3	50	Acolyte,Monk,Priest	Both_Hand	Dea Staff	1
2101	Armor		0	0	3	0	0	0	0		Left_Hand	Guard	0
2102	Armor		0	0	3	0	1	0	0		Left_Hand	Guard	0
2103	Armor		0	0	4	0	0	0	0	Acolyte,Alchemist,Assassin,BardDancer,Blacksmith,Crusader,Knight,Merchant,Monk,Priest,Rogue,Swordsman,Thief	Left_Hand	Buckler	0
2104	Armor		0	0	4	0	1	0	0	Acolyte,Alchemist,Assassin,BardDancer,Blacksmith,Crusader,Knight,Merchant,Monk,Priest,Rogue,Swordsman,Thief	Left_Hand	Buckler	0
2105	Armor		0	0	6	0	0	0	0	Crusader,Knight,Swordsman	Left_Hand	Shield	0
2106	Armor		0	0	6	0	1	0	0	Crusader,Knight,Swordsman	Left_Hand	Shield	0
2107	Armor		0	0	4	0	0	0	0	Crusader,Knight,StarGladiator,Swordsman	Left_Hand	Mirror Shield	1
2108	Armor		0	0	4	0	1	0	0	Crusader,Knight,StarGladiator,Swordsman	Left_Hand	Mirror Shield	1
2109	Armor		0	0	3	0	0	0	0	Mage,Sage,SoulLinker,Wizard	Left_Hand	Memory Book	1
2110	Armor		0	0	5	0	0	0	68	Crusader	Left_Hand	Holy Guard	1
2111	Armor		0	0	5	0	0	0	83	Crusader	Left_Hand	Sacred Mission	1
2112	Armor		0	0	3	0	0	0	0	Novice,SuperNovice	Left_Hand	Novice Guard	0
2113	Armor		0	0	3	0	1	0	40	Novice,SuperNovice	Left_Hand	Novice Shield	1
2114	Armor		0	0	3	0	1	0	65	All	Left_Hand	Stone Buckler	1
2115	Armor		0	0	3	0	1	0	65	All	Left_Hand	Valkyrja's Shield	1
2116	Armor		0	0	3	0	1	0	20	Novice,SuperNovice	Left_Hand	Angelic Guard	1
2117	Armor		0	0	5	0	0	0	20	Ninja	Left_Hand	Arm Guard	0
2118	Armor		0	0	5	0	1	0	20	Ninja	Left_Hand	Arm Guard	0
2119	Armor		0	0	4	0	0	0	50	Ninja	Left_Hand	Advanced Arm Guard	1
2120	Armor		0	0	4	0	1	0	50	Ninja	Left_Hand	Advanced Arm Guard	1
2121	Armor		0	0	3	0	1	0	0	Mage,Sage,SoulLinker,Wizard	Left_Hand	Memory Book	1
2122	Armor		0	0	5	0	0	0	68	All	Left_Hand	Platinum Shield	1
2123	Armor		0	0	5	0	1	0	55	All	Left_Hand	Orleans's Server	1
2124	Armor		0	0	5	0	1	0	55	All	Left_Hand	Thorny Buckler	1
2125	Armor		0	0	4	0	1	0	75	Alchemist,Assassin,Blacksmith,Crusader,Knight,Merchant,Rogue,Swordsman,Thief	Left_Hand	Strong Shield	1
2126	Armor		0	0	3	0	0	0	75	All	Left_Hand	Guyak Shield	1
2127	Armor		0	0	10	0	0	0	0		Left_Hand	Secular Mission	1
2128	Armor		0	0	5	0	1	0	83	Crusader	Left_Hand	Sacred Mission	1
2129	Armor		0	0	5	0	0	0	50	Monk,Priest	Left_Hand	Exorcism Bible	1
2130	Armor		0	0	6	0	1	0	80	Crusader	Left_Hand	Cross Shield	1
2131	Armor		0	0	2	0	1	0	70	Mage,Sage,SoulLinker,Wizard	Left_Hand	Magic Bible Vol1	1
2132	Armor		0	0	9	0	0	0	0		Left_Hand	Shell Of Resistance	1
2133	Armor		0	0	5	0	1	0	50	Crusader,Knight,Swordsman	Left_Hand	Tournament Shield	1
2134	Armor		0	0	3	0	1	0	70	Alchemist,Assassin,BardDancer,Blacksmith,Crusader,Hunter,Knight,Monk,Priest,Rogue,Sage,SoulLinker,StarGladiator,Wizard	Left_Hand	Shield of Naga	1
2135	Armor		0	0	4	0	1	0	70	Rogue	Left_Hand	Shadow Guard	0
2136	Armor		0	0	5	0	0	0	0		Left_Hand	Cracked Buckler	1
2137	Armor		0	0	5	0	0	0	95	All	Left_Hand	Neo Valkyrja's Shield	1
2138	Armor		0	0	5	0	1	0	65	Alchemist,Assassin,BardDancer,Blacksmith,Crusader,Hunter,Knight,Monk,Priest,Rogue,Sage,SoulLinker,StarGladiator,Wizard	Left_Hand	Bradium Shield	1
